"행정구역별","품목별","항목","단위","2013 년",
"전  국","기타 베어링","출하금액[백만원]","백만원","313011",
"전  국","기타 베어링","완제품 연말재고액[백만원]","백만원","17825",
"전  국","베어링 부품","사업체수[개]","개","24",
"전  국","베어링 부품","생산액[백만원]","백만원","190777",
"전  국","베어링 부품","출하금액[백만원]","백만원","187684",
"전  국","베어링 부품","완제품 연말재고액[백만원]","백만원","13729",
"전  국","변속기","사업체수[개]","개","54",
"전  국","변속기","생산액[백만원]","백만원","768364",
"전  국","변속기","출하금액[백만원]","백만원","770150",
"전  국","변속기","완제품 연말재고액[백만원]","백만원","26489",
"전  국","기어 및 기어링","사업체수[개]","개","66",
"전  국","기어 및 기어링","생산액[백만원]","백만원","413290",
"전  국","기어 및 기어링","출하금액[백만원]","백만원","409447",
"전  국","기어 및 기어링","완제품 연말재고액[백만원]","백만원","20468",
"전  국","체인(동력전달용)","사업체수[개]","개","23",
"전  국","체인(동력전달용)","생산액[백만원]","백만원","117528",
"전  국","체인(동력전달용)","출하금액[백만원]","백만원","117665",
"전  국","체인(동력전달용)","완제품 연말재고액[백만원]","백만원","6675",
"전  국","플레인베어링","사업체수[개]","개","36",
"전  국","플레인베어링","생산액[백만원]","백만원","290627",
"전  국","플레인베어링","출하금액[백만원]","백만원","291218",
"전  국","플레인베어링","완제품 연말재고액[백만원]","백만원","17639",
"전  국","기타 기계식 동력전달장치","사업체수[개]","개","28",
"전  국","기타 기계식 동력전달장치","생산액[백만원]","백만원","71048",
"전  국","기타 기계식 동력전달장치","출하금액[백만원]","백만원","69964",
"전  국","기타 기계식 동력전달장치","완제품 연말재고액[백만원]","백만원","3635",
"전  국","기계식 동력전달장치 부품","사업체수[개]","개","34",
"전  국","기계식 동력전달장치 부품","생산액[백만원]","백만원","113383",
"전  국","기계식 동력전달장치 부품","출하금액[백만원]","백만원","114004",
"전  국","기계식 동력전달장치 부품","완제품 연말재고액[백만원]","백만원","5473",
"전  국","공업용로","사업체수[개]","개","41",
"전  국","공업용로","생산액[백만원]","백만원","326524",
"전  국","공업용로","출하금액[백만원]","백만원","326889",
"전  국","공업용로","완제품 연말재고액[백만원]","백만원","3668",
"전  국","소각로","사업체수[개]","개","20",
"전  국","소각로","생산액[백만원]","백만원","1012711",
"전  국","소각로","출하금액[백만원]","백만원","1013569",
"전  국","소각로","완제품 연말재고액[백만원]","백만원","8811",
"전  국","전기로","사업체수[개]","개","46",
"전  국","전기로","생산액[백만원]","백만원","190548",
"전  국","전기로","출하금액[백만원]","백만원","191984",
"전  국","전기로","완제품 연말재고액[백만원]","백만원","3779",
"전  국","로 부속품 및 부품","사업체수[개]","개","30",
"전  국","로 부속품 및 부품","생산액[백만원]","백만원","156025",
"전  국","로 부속품 및 부품","출하금액[백만원]","백만원","156249",
"전  국","로 부속품 및 부품","완제품 연말재고액[백만원]","백만원","4900",
"전  국","포크리프트 트럭(지게차)","사업체수[개]","개","13",
"전  국","포크리프트 트럭(지게차)","생산액[백만원]","백만원","765298",
"전  국","포크리프트 트럭(지게차)","출하금액[백만원]","백만원","766094",
"전  국","포크리프트 트럭(지게차)","완제품 연말재고액[백만원]","백만원","12385",
"전  국","기타 산업용 트럭 및 적재기","사업체수[개]","개","8",
"전  국","기타 산업용 트럭 및 적재기","생산액[백만원]","백만원","103682",
"전  국","기타 산업용 트럭 및 적재기","출하금액[백만원]","백만원","103199",
"전  국","기타 산업용 트럭 및 적재기","완제품 연말재고액[백만원]","백만원","7686",
"전  국","산업용 트럭 및 적재기 부품","사업체수[개]","개","43",
"전  국","산업용 트럭 및 적재기 부품","생산액[백만원]","백만원","306397",
"전  국","산업용 트럭 및 적재기 부품","출하금액[백만원]","백만원","306314",
"전  국","산업용 트럭 및 적재기 부품","완제품 연말재고액[백만원]","백만원","5368",
"전  국","엘리베이터","사업체수[개]","개","69",
"전  국","엘리베이터","생산액[백만원]","백만원","1164440",
"전  국","엘리베이터","출하금액[백만원]","백만원","1152466",
"전  국","엘리베이터","완제품 연말재고액[백만원]","백만원","24616",
"전  국","에스컬레이터","사업체수[개]","개","3",
"전  국","에스컬레이터","생산액[백만원]","백만원","122052",
"전  국","에스컬레이터","출하금액[백만원]","백만원","122391",
"전  국","에스컬레이터","완제품 연말재고액[백만원]","백만원","1021",
"전  국","리프트기기","사업체수[개]","개","22",
"전  국","리프트기기","생산액[백만원]","백만원","50368",
"전  국","리프트기기","출하금액[백만원]","백만원","51017",
"전  국","리프트기기","완제품 연말재고액[백만원]","백만원","692",
"전  국","주차기","사업체수[개]","개","18",
"전  국","주차기","생산액[백만원]","백만원","139771",
"전  국","주차기","출하금액[백만원]","백만원","140128",
"전  국","주차기","완제품 연말재고액[백만원]","백만원","2653",
"전  국","승강기류 부품","사업체수[개]","개","73",
"전  국","승강기류 부품","생산액[백만원]","백만원","397739",
"전  국","승강기류 부품","출하금액[백만원]","백만원","396877",
"전  국","승강기류 부품","완제품 연말재고액[백만원]","백만원","8395",
"전  국","컨베이어","사업체수[개]","개","235",
"전  국","컨베이어","생산액[백만원]","백만원","1502142",
"전  국","컨베이어","출하금액[백만원]","백만원","1496678",
"전  국","컨베이어","완제품 연말재고액[백만원]","백만원","32340",
"전  국","자동창고시스템","사업체수[개]","개","13",
"전  국","자동창고시스템","생산액[백만원]","백만원","326974",
"전  국","자동창고시스템","출하금액[백만원]","백만원","327431",
"전  국","자동창고시스템","완제품 연말재고액[백만원]","백만원","1552",
"전  국","컨베이장치류 부품","사업체수[개]","개","33",
"전  국","컨베이장치류 부품","생산액[백만원]","백만원","154880",
"전  국","컨베이장치류 부품","출하금액[백만원]","백만원","154693",
"전  국","컨베이장치류 부품","완제품 연말재고액[백만원]","백만원","1778",
"전  국","호이스트","사업체수[개]","개","38",
"전  국","호이스트","생산액[백만원]","백만원","507800",
"전  국","호이스트","출하금액[백만원]","백만원","509638",
"전  국","호이스트","완제품 연말재고액[백만원]","백만원","5034",
"전  국","물품취급용 크레인","사업체수[개]","개","58",
"전  국","물품취급용 크레인","생산액[백만원]","백만원","947315",
"전  국","물품취급용 크레인","출하금액[백만원]","백만원","936776",
"전  국","물품취급용 크레인","완제품 연말재고액[백만원]","백만원","44447",
"전  국","윈치 및 캡스턴","사업체수[개]","개","12",
"전  국","윈치 및 캡스턴","생산액[백만원]","백만원","101277",
"전  국","윈치 및 캡스턴","출하금액[백만원]","백만원","101844",
"전  국","윈치 및 캡스턴","완제품 연말재고액[백만원]","백만원","1048",
"전  국","기타 물품취급장비","사업체수[개]","개","28",
"전  국","기타 물품취급장비","생산액[백만원]","백만원","236483",
"전  국","기타 물품취급장비","출하금액[백만원]","백만원","235210",
"전  국","기타 물품취급장비","완제품 연말재고액[백만원]","백만원","13608",
"전  국","물품취급장비 부품","사업체수[개]","개","21",
"전  국","물품취급장비 부품","생산액[백만원]","백만원","138415",
"전  국","물품취급장비 부품","출하금액[백만원]","백만원","140716",
"전  국","물품취급장비 부품","완제품 연말재고액[백만원]","백만원","2353",
"전  국","산업 및 상업용 냉장고","사업체수[개]","개","35",
"전  국","산업 및 상업용 냉장고","생산액[백만원]","백만원","417122",
"전  국","산업 및 상업용 냉장고","출하금액[백만원]","백만원","420121",
"전  국","산업 및 상업용 냉장고","완제품 연말재고액[백만원]","백만원","19005",
"전  국","산업용 냉동기","사업체수[개]","개","55",
"전  국","산업용 냉동기","생산액[백만원]","백만원","618403",
"전  국","산업용 냉동기","출하금액[백만원]","백만원","617387",
"전  국","산업용 냉동기","완제품 연말재고액[백만원]","백만원","27641",
"전  국","냉각탑","사업체수[개]","개","17",
"전  국","냉각탑","생산액[백만원]","백만원","159416",
"전  국","냉각탑","출하금액[백만원]","백만원","158927",
"전  국","냉각탑","완제품 연말재고액[백만원]","백만원","1162",
"전  국","냉동，냉장 쇼케이스","사업체수[개]","개","48",
"전  국","냉동，냉장 쇼케이스","생산액[백만원]","백만원","405087",
"전  국","냉동，냉장 쇼케이스","출하금액[백만원]","백만원","406225",
"전  국","냉동，냉장 쇼케이스","완제품 연말재고액[백만원]","백만원","15075",
"전  국","기타 냉동낭비","사업체수[개]","개","7",
"전  국","기타 냉동낭비","생산액[백만원]","백만원","30685",
"전  국","기타 냉동낭비","출하금액[백만원]","백만원","30522",
"전  국","기타 냉동낭비","완제품 연말재고액[백만원]","백만원","204",
"전  국","산업용 냉장 및 냉동장비 의 부품","사업체수[개]","개","93",
"전  국","산업용 냉장 및 냉동장비 의 부품","생산액[백만원]","백만원","1039707",
"전  국","산업용 냉장 및 냉동장비 의 부품","출하금액[백만원]","백만원","1039793",
"전  국","산업용 냉장 및 냉동장비 의 부품","완제품 연말재고액[백만원]","백만원","16810",
"전  국","룸에어컨","사업체수[개]","개","11",
"전  국","룸에어컨","생산액[백만원]","백만원","623149",
"전  국","룸에어컨","출하금액[백만원]","백만원","617834",
"전  국","룸에어컨","완제품 연말재고액[백만원]","백만원","30543",
"전  국","패키지에어컨","사업체수[개]","개","12",
"전  국","패키지에어컨","생산액[백만원]","백만원","1027080",
"전  국","패키지에어컨","출하금액[백만원]","백만원","1030613",
"전  국","패키지에어컨","완제품 연말재고액[백만원]","백만원","41896",
"전  국","차량용 에어컨","사업체수[개]","개","44",
"전  국","차량용 에어컨","생산액[백만원]","백만원","2127232",
"전  국","차량용 에어컨","출하금액[백만원]","백만원","2127052",
"전  국","차량용 에어컨","완제품 연말재고액[백만원]","백만원","21989",
"전  국","시스템에어컨","사업체수[개]","개","14",
"전  국","시스템에어컨","생산액[백만원]","백만원","1205045",
"전  국","시스템에어컨","출하금액[백만원]","백만원","1205275",
"전  국","시스템에어컨","완제품 연말재고액[백만원]","백만원","25371",
"전  국","에어핸드링유니트","사업체수[개]","개","18",
"전  국","에어핸드링유니트","생산액[백만원]","백만원","122752",
"전  국","에어핸드링유니트","출하금액[백만원]","백만원","122830",
"전  국","에어핸드링유니트","완제품 연말재고액[백만원]","백만원","1336",
"전  국","팬코일유니트","사업체수[개]","개","7",
"전  국","팬코일유니트","생산액[백만원]","백만원","38168",
"전  국","팬코일유니트","출하금액[백만원]","백만원","38214",
"전  국","팬코일유니트","완제품 연말재고액[백만원]","백만원","1214",
"전  국","항온항습기","사업체수[개]","개","46",
"전  국","항온항습기","생산액[백만원]","백만원","174869",
"전  국","항온항습기","출하금액[백만원]","백만원","173953",
"전  국","항온항습기","완제품 연말재고액[백만원]","백만원","6603",
"전  국","기타 공기조화장치","사업체수[개]","개","46",
"전  국","기타 공기조화장치","생산액[백만원]","백만원","175863",
"전  국","기타 공기조화장치","출하금액[백만원]","백만원","174532",
"전  국","기타 공기조화장치","완제품 연말재고액[백만원]","백만원","5578",
"전  국","공기조절장치 부품","사업체수[개]","개","162",
"전  국","공기조절장치 부품","생산액[백만원]","백만원","2043508",
"전  국","공기조절장치 부품","출하금액[백만원]","백만원","2043537",
"전  국","공기조절장치 부품","완제품 연말재고액[백만원]","백만원","48959",
"전  국","송풍기(산업용)","사업체수[개]","개","114",
"전  국","송풍기(산업용)","생산액[백만원]","백만원","939088",
"전  국","송풍기(산업용)","출하금액[백만원]","백만원","938737",
"전  국","송풍기(산업용)","완제품 연말재고액[백만원]","백만원","15483",
"전  국","송풍기(산업용) 부품","사업체수[개]","개","21",
"전  국","송풍기(산업용) 부품","생산액[백만원]","백만원","81478",
"전  국","송풍기(산업용) 부품","출하금액[백만원]","백만원","80048",
"전  국","송풍기(산업용) 부품","완제품 연말재고액[백만원]","백만원","2971",
"전  국","공기청정기","사업체수[개]","개","35",
"전  국","공기청정기","생산액[백만원]","백만원","370334",
"전  국","공기청정기","출하금액[백만원]","백만원","369373",
"전  국","공기청정기","완제품 연말재고액[백만원]","백만원","13421",
"전  국","차량용 공기청정기","사업체수[개]","개","8",
"전  국","차량용 공기청정기","생산액[백만원]","백만원","47091",
"전  국","차량용 공기청정기","출하금액[백만원]","백만원","46744",
"전  국","차량용 공기청정기","완제품 연말재고액[백만원]","백만원","2942",
"전  국","집진기","사업체수[개]","개","69",
"전  국","집진기","생산액[백만원]","백만원","544391",
"전  국","집진기","출하금액[백만원]","백만원","543456",
"전  국","집진기","완제품 연말재고액[백만원]","백만원","4874",
"전  국","기타 기체 여과기 및 청정기","사업체수[개]","개","44",
"전  국","기타 기체 여과기 및 청정기","생산액[백만원]","백만원","399303",
"전  국","기타 기체 여과기 및 청정기","출하금액[백만원]","백만원","399403",
"전  국","기타 기체 여과기 및 청정기","완제품 연말재고액[백만원]","백만원","11236",
"전  국","기체 여과기 및 청정기 부품","사업체수[개]","개","54",
"전  국","기체 여과기 및 청정기 부품","생산액[백만원]","백만원","369514",
"전  국","기체 여과기 및 청정기 부품","출하금액[백만원]","백만원","370728",
"전  국","기체 여과기 및 청정기 부품","완제품 연말재고액[백만원]","백만원","17748",
"전  국","정수기","사업체수[개]","개","59",
"전  국","정수기","생산액[백만원]","백만원","666061",
"전  국","정수기","출하금액[백만원]","백만원","668871",
"전  국","정수기","완제품 연말재고액[백만원]","백만원","22906",
"전  국","상하수정화장비","사업체수[개]","개","68",
"전  국","상하수정화장비","생산액[백만원]","백만원","490261",
"전  국","상하수정화장비","출하금액[백만원]","백만원","488322",
"전  국","상하수정화장비","완제품 연말재고액[백만원]","백만원","8465",
"전  국","연수기","사업체수[개]","개","5",
"전  국","연수기","생산액[백만원]","백만원","11975",
"전  국","연수기","출하금액[백만원]","백만원","12811",
"전  국","연수기","완제품 연말재고액[백만원]","백만원","1218",
"전  국","기타 액체여과기","사업체수[개]","개","35",
"전  국","기타 액체여과기","생산액[백만원]","백만원","251677",
"전  국","기타 액체여과기","출하금액[백만원]","백만원","238243",
"전  국","기타 액체여과기","완제품 연말재고액[백만원]","백만원","20288",
"전  국","액체 여과기 부품","사업체수[개]","개","84",
"전  국","액체 여과기 부품","생산액[백만원]","백만원","568307",
"전  국","액체 여과기 부품","출하금액[백만원]","백만원","567646",
"전  국","액체 여과기 부품","완제품 연말재고액[백만원]","백만원","10412",
"전  국","열교환기","사업체수[개]","개","182",
"전  국","열교환기","생산액[백만원]","백만원","3265418",
"전  국","열교환기","출하금액[백만원]","백만원","3267870",
"전  국","열교환기","완제품 연말재고액[백만원]","백만원","85319",
"전  국","증류기 및 가스발생기","사업체수[개]","개","18",
"전  국","증류기 및 가스발생기","생산액[백만원]","백만원","125622",
"전  국","증류기 및 가스발생기","출하금액[백만원]","백만원","126967",
"전  국","증류기 및 가스발생기","완제품 연말재고액[백만원]","백만원","1393",
"전  국","증류기 및 열교환기의 부품","사업체수[개]","개","30",
"전  국","증류기 및 열교환기의 부품","생산액[백만원]","백만원","211612",
"전  국","증류기 및 열교환기의 부품","출하금액[백만원]","백만원","211260",
"전  국","증류기 및 열교환기의 부품","완제품 연말재고액[백만원]","백만원","8519",
"전  국","복사기","사업체수[개]","개","7",
"전  국","복사기","생산액[백만원]","백만원","272942",
"전  국","복사기","출하금액[백만원]","백만원","271820",
"전  국","복사기","완제품 연말재고액[백만원]","백만원","14568",
"전  국","현금자동지급기(CD)","사업체수[개]","개","15",
"전  국","현금자동지급기(CD)","생산액[백만원]","백만원","122609",
"전  국","현금자동지급기(CD)","출하금액[백만원]","백만원","122655",
"전  국","현금자동지급기(CD)","완제품 연말재고액[백만원]","백만원","7991",
"전  국","자동거래단말기(ATM)","사업체수[개]","개","15",
"전  국","자동거래단말기(ATM)","생산액[백만원]","백만원","565920",
"전  국","자동거래단말기(ATM)","출하금액[백만원]","백만원","568659",
"전  국","자동거래단말기(ATM)","완제품 연말재고액[백만원]","백만원","34176",
"전  국","금전등록기","사업체수[개]","개","12",
"전  국","금전등록기","생산액[백만원]","백만원","138774",
"전  국","금전등록기","출하금액[백만원]","백만원","138008",
"전  국","금전등록기","완제품 연말재고액[백만원]","백만원","2130",
"전  국","동전 및 화폐 처리기","사업체수[개]","개","19",
"전  국","동전 및 화폐 처리기","생산액[백만원]","백만원","152027",
"전  국","동전 및 화폐 처리기","출하금액[백만원]","백만원","148972",
"전  국","동전 및 화폐 처리기","완제품 연말재고액[백만원]","백만원","7865",
"전  국","표권 발행기","사업체수[개]","개","12",
"전  국","표권 발행기","생산액[백만원]","백만원","51134",
"전  국","표권 발행기","출하금액[백만원]","백만원","50503",
"전  국","표권 발행기","완제품 연말재고액[백만원]","백만원","2903",
"전  국","신용카드조회기","사업체수[개]","개","12",
"전  국","신용카드조회기","생산액[백만원]","백만원","127219",
"전  국","신용카드조회기","출하금액[백만원]","백만원","127688",
"전  국","신용카드조회기","완제품 연말재고액[백만원]","백만원","5139",
"전  국","기타 계산 관련기기","사업체수[개]","개","3",
"전  국","기타 계산 관련기기","생산액[백만원]","백만원","30472",
"전  국","기타 계산 관련기기","출하금액[백만원]","백만원","30635",
"전  국","기타 계산 관련기기","완제품 연말재고액[백만원]","백만원","516",
"전  국","우편물취급기기","사업체수[개]","개","2",
"전  국","우편물취급기기","생산액[백만원]","백만원","...",
"전  국","우편물취급기기","출하금액[백만원]","백만원","...",
"전  국","우편물취급기기","완제품 연말재고액[백만원]","백만원","...",
"전  국","문서 펀칭기(사무용) 및 스테이플러","사업체수[개]","개","5",
"전  국","문서 펀칭기(사무용) 및 스테이플러","생산액[백만원]","백만원","17899",
"전  국","문서 펀칭기(사무용) 및 스테이플러","출하금액[백만원]","백만원","18238",
"전  국","문서 펀칭기(사무용) 및 스테이플러","완제품 연말재고액[백만원]","백만원","966",
"전  국","문서 및 그림 코팅기(사무용)","사업체수[개]","개","13",
"전  국","문서 및 그림 코팅기(사무용)","생산액[백만원]","백만원","75179",
"전  국","문서 및 그림 코팅기(사무용)","출하금액[백만원]","백만원","78504",
"전  국","문서 및 그림 코팅기(사무용)","완제품 연말재고액[백만원]","백만원","4474",
"전  국","기타 사무용 기계","사업체수[개]","개","17",
"전  국","기타 사무용 기계","생산액[백만원]","백만원","31334",
"전  국","기타 사무용 기계","출하금액[백만원]","백만원","32317",
"전  국","기타 사무용 기계","완제품 연말재고액[백만원]","백만원","4602",
"전  국","복사기 전용부품","사업체수[개]","개","35",
"전  국","복사기 전용부품","생산액[백만원]","백만원","103036",
"전  국","복사기 전용부품","출하금액[백만원]","백만원","103193",
"전  국","복사기 전용부품","완제품 연말재고액[백만원]","백만원","5163",
"전  국","계산관련 기기의 전용부품","사업체수[개]","개","5",
"전  국","계산관련 기기의 전용부품","생산액[백만원]","백만원","28679",
"전  국","계산관련 기기의 전용부품","출하금액[백만원]","백만원","29382",
"전  국","계산관련 기기의 전용부품","완제품 연말재고액[백만원]","백만원","389",
"전  국","사무기기의 전용부품","사업체수[개]","개","8",
"전  국","사무기기의 전용부품","생산액[백만원]","백만원","16330",
"전  국","사무기기의 전용부품","출하금액[백만원]","백만원","16187",
"전  국","사무기기의 전용부품","완제품 연말재고액[백만원]","백만원","862",
"전  국","산업용 저울","사업체수[개]","개","16",
"전  국","산업용 저울","생산액[백만원]","백만원","50290",
"전  국","산업용 저울","출하금액[백만원]","백만원","50239",
"전  국","산업용 저울","완제품 연말재고액[백만원]","백만원","965",
"전  국","가정 및 상업용 저울","사업체수[개]","개","9",
"전  국","가정 및 상업용 저울","생산액[백만원]","백만원","72036",
"전  국","가정 및 상업용 저울","출하금액[백만원]","백만원","71987",
"전  국","가정 및 상업용 저울","완제품 연말재고액[백만원]","백만원","4141",
"전  국","병，용기의 세척기","사업체수[개]","개","6",
"전  국","병，용기의 세척기","생산액[백만원]","백만원","19329",
"전  국","병，용기의 세척기","출하금액[백만원]","백만원","19284",
"전  국","병，용기의 세척기","완제품 연말재고액[백만원]","백만원","2764",
"전  국","충전기(포장겸용)","사업체수[개]","개","25",
"전  국","충전기(포장겸용)","생산액[백만원]","백만원","213324",
"전  국","충전기(포장겸용)","출하금액[백만원]","백만원","213974",
"전  국","충전기(포장겸용)","완제품 연말재고액[백만원]","백만원","5776",
"전  국","포장기","사업체수[개]","개","75",
"전  국","포장기","생산액[백만원]","백만원","413639",
"전  국","포장기","출하금액[백만원]","백만원","410330",
"전  국","포장기","완제품 연말재고액[백만원]","백만원","20752",
"전  국","포장기 및 용기세척기 부품","사업체수[개]","개","3",
"전  국","포장기 및 용기세척기 부품","생산액[백만원]","백만원","6539",
"전  국","포장기 및 용기세척기 부품","출하금액[백만원]","백만원","6482",
"전  국","포장기 및 용기세척기 부품","완제품 연말재고액[백만원]","백만원","107",
"전  국","자동판매기 및 화폐교환기","사업체수[개]","개","6",
"전  국","자동판매기 및 화폐교환기","생산액[백만원]","백만원","52884",
"전  국","자동판매기 및 화폐교환기","출하금액[백만원]","백만원","52160",
"전  국","자동판매기 및 화폐교환기","완제품 연말재고액[백만원]","백만원","4220",
"전  국","자동판매기 및 화폐교환기 부품","사업체수[개]","개","5",
"전  국","자동판매기 및 화폐교환기 부품","생산액[백만원]","백만원","7657",
"전  국","자동판매기 및 화폐교환기 부품","출하금액[백만원]","백만원","7592",
"전  국","자동판매기 및 화폐교환기 부품","완제품 연말재고액[백만원]","백만원","491",
"전  국","소화기","사업체수[개]","개","24",
"전  국","소화기","생산액[백만원]","백만원","282104",
"전  국","소화기","출하금액[백만원]","백만원","265346",
"전  국","소화기","완제품 연말재고액[백만원]","백만원","32807",
"전  국","스프링쿨러","사업체수[개]","개","9",
"전  국","스프링쿨러","생산액[백만원]","백만원","39096",
"전  국","스프링쿨러","출하금액[백만원]","백만원","38141",
"전  국","스프링쿨러","완제품 연말재고액[백만원]","백만원","2823",
"전  국","분사기","사업체수[개]","개","32",
"전  국","분사기","생산액[백만원]","백만원","147847",
"전  국","분사기","출하금액[백만원]","백만원","146875",
"전  국","분사기","완제품 연말재고액[백만원]","백만원","5127",
"전  국","소화장비 및 분사기 부품","사업체수[개]","개","29",
"전  국","소화장비 및 분사기 부품","생산액[백만원]","백만원","188492",
"전  국","소화장비 및 분사기 부품","출하금액[백만원]","백만원","187670",
"전  국","소화장비 및 분사기 부품","완제품 연말재고액[백만원]","백만원","10531",
"전  국","수지식 동력연삭기","사업체수[개]","개","10",
"전  국","수지식 동력연삭기","생산액[백만원]","백만원","46885",
"전  국","수지식 동력연삭기","출하금액[백만원]","백만원","47441",
"전  국","수지식 동력연삭기","완제품 연말재고액[백만원]","백만원","3581",
"전  국","기타 수지식 동력 공구","사업체수[개]","개","26",
"전  국","기타 수지식 동력 공구","생산액[백만원]","백만원","192733",
"전  국","기타 수지식 동력 공구","출하금액[백만원]","백만원","194030",
"전  국","기타 수지식 동력 공구","완제품 연말재고액[백만원]","백만원","14204",
"전  국","수지식 동력공구 부품","사업체수[개]","개","5",
"전  국","수지식 동력공구 부품","생산액[백만원]","백만원","24468",
"전  국","수지식 동력공구 부품","출하금액[백만원]","백만원","24094",
"전  국","수지식 동력공구 부품","완제품 연말재고액[백만원]","백만원","1160",
"전  국","가스 용접 및절단기","사업체수[개]","개","25",
"전  국","가스 용접 및절단기","생산액[백만원]","백만원","138018",
"전  국","가스 용접 및절단기","출하금액[백만원]","백만원","137250",
"전  국","가스 용접 및절단기","완제품 연말재고액[백만원]","백만원","7715",
"전  국","기타 용접기","사업체수[개]","개","15",
"전  국","기타 용접기","생산액[백만원]","백만원","39970",
"전  국","기타 용접기","출하금액[백만원]","백만원","38635",
"전  국","기타 용접기","완제품 연말재고액[백만원]","백만원","3401",
"전  국","원심분리기","사업체수[개]","개","15",
"전  국","원심분리기","생산액[백만원]","백만원","74943",
"전  국","원심분리기","출하금액[백만원]","백만원","74519",
"전  국","원심분리기","완제품 연말재고액[백만원]","백만원","4539",
"전  국","산업용 접시 세척기","사업체수[개]","개","15",
"전  국","산업용 접시 세척기","생산액[백만원]","백만원","60401",
"전  국","산업용 접시 세척기","출하금액[백만원]","백만원","60224",
"전  국","산업용 접시 세척기","완제품 연말재고액[백만원]","백만원","2587",
"전  국","기타 일반목적용 기계","사업체수[개]","개","106",
"전  국","기타 일반목적용 기계","생산액[백만원]","백만원","418178",
"전  국","기타 일반목적용 기계","출하금액[백만원]","백만원","413315",
"전  국","기타 일반목적용 기계","완제품 연말재고액[백만원]","백만원","24125",
"전  국","기타 일반목적용기계 부품","사업체수[개]","개","45",
"전  국","기타 일반목적용기계 부품","생산액[백만원]","백만원","455463",
"전  국","기타 일반목적용기계 부품","출하금액[백만원]","백만원","455291",
"전  국","기타 일반목적용기계 부품","완제품 연말재고액[백만원]","백만원","14971",
"전  국","경운기","사업체수[개]","개","4",
"전  국","경운기","생산액[백만원]","백만원","59113",
"전  국","경운기","출하금액[백만원]","백만원","58815",
"전  국","경운기","완제품 연말재고액[백만원]","백만원","2137",
"전  국","농업용 트랙터","사업체수[개]","개","17",
"전  국","농업용 트랙터","생산액[백만원]","백만원","770020",
"전  국","농업용 트랙터","출하금액[백만원]","백만원","782083",
"전  국","농업용 트랙터","완제품 연말재고액[백만원]","백만원","57259",
"전  국","쟁기","사업체수[개]","개","5",
"전  국","쟁기","생산액[백만원]","백만원","17270",
"전  국","쟁기","출하금액[백만원]","백만원","17323",
"전  국","쟁기","완제품 연말재고액[백만원]","백만원","2010",
"전  국","기타 경지정리용 기계","사업체수[개]","개","18",
"전  국","기타 경지정리용 기계","생산액[백만원]","백만원","55547",
"전  국","기타 경지정리용 기계","출하금액[백만원]","백만원","55450",
"전  국","기타 경지정리용 기계","완제품 연말재고액[백만원]","백만원","8754",
"전  국","농업용 분무기","사업체수[개]","개","24",
"전  국","농업용 분무기","생산액[백만원]","백만원","77609",
"전  국","농업용 분무기","출하금액[백만원]","백만원","79185",
"전  국","농업용 분무기","완제품 연말재고액[백만원]","백만원","7740",
"전  국","이앙기","사업체수[개]","개","8",
"전  국","이앙기","생산액[백만원]","백만원","125036",
"전  국","이앙기","출하금액[백만원]","백만원","125036",
"전  국","이앙기","완제품 연말재고액[백만원]","백만원","9684",
"전  국","기타 재배관련기기","사업체수[개]","개","22",
"전  국","기타 재배관련기기","생산액[백만원]","백만원","49233",
"전  국","기타 재배관련기기","출하금액[백만원]","백만원","48119",
"전  국","기타 재배관련기기","완제품 연말재고액[백만원]","백만원","4287",
"전  국","콤바인(농업용)","사업체수[개]","개","9",
"전  국","콤바인(농업용)","생산액[백만원]","백만원","255044",
"전  국","콤바인(농업용)","출하금액[백만원]","백만원","270980",
"전  국","콤바인(농업용)","완제품 연말재고액[백만원]","백만원","21202",
"전  국","농업용 건조기","사업체수[개]","개","14",
"전  국","농업용 건조기","생산액[백만원]","백만원","89058",
"전  국","농업용 건조기","출하금액[백만원]","백만원","88685",
"전  국","농업용 건조기","완제품 연말재고액[백만원]","백만원","3039",
"전  국","기타 수확관련 기계","사업체수[개]","개","27",
"전  국","기타 수확관련 기계","생산액[백만원]","백만원","87256",
"전  국","기타 수확관련 기계","출하금액[백만원]","백만원","85409",
"전  국","기타 수확관련 기계","완제품 연말재고액[백만원]","백만원","8444",
"전  국","사료가공 기계(농업용)","사업체수[개]","개","18",
"전  국","사료가공 기계(농업용)","생산액[백만원]","백만원","95075",
"전  국","사료가공 기계(농업용)","출하금액[백만원]","백만원","95175",
"전  국","사료가공 기계(농업용)","완제품 연말재고액[백만원]","백만원","2130",
"전  국","기타 축산기계","사업체수[개]","개","18",
"전  국","기타 축산기계","생산액[백만원]","백만원","39446",
"전  국","기타 축산기계","출하금액[백만원]","백만원","39147",
"전  국","기타 축산기계","완제품 연말재고액[백만원]","백만원","1573",
"전  국","기타 농업용기계","사업체수[개]","개","41",
"전  국","기타 농업용기계","생산액[백만원]","백만원","96230",
"전  국","기타 농업용기계","출하금액[백만원]","백만원","95047",
"전  국","기타 농업용기계","완제품 연말재고액[백만원]","백만원","10223",
"전  국","농업용 기계 부품","사업체수[개]","개","127",
"전  국","농업용 기계 부품","생산액[백만원]","백만원","557727",
"전  국","농업용 기계 부품","출하금액[백만원]","백만원","556231",
